"","quarter","down","yards_to_go","play_type","offensive_formation","offensive_personnel","defenders_in_box","pass_rushers","defensive_personnel","dropback_type","absolute_yardline","play_result","score_diff","side","time_remaining","close_game","penalty","dbs","epa_bi","pass_result"
"135","4","2",4,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",46,-11,14,"other",21.7833333333333,"0","1",5,"0","S"
"136","4","3",15,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",35,4,14,"other",21.5,"0","0",6,"0","C"
"137","4","3",13,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",99,0,14,"other",18.9333333333333,"0","0",5,"0","I"
"138","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",63,0,14,"own",18.7,"0","1",5,"0","I"
"139","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",63,0,14,"own",18.65,"0","0",5,"0","I"
"140","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",87,0,14,"own",18.15,"0","0",5,"0","I"
"141","4","2",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"3 DL, 4 LB, 4 DB","TRADITIONAL",87,0,14,"own",18.05,"0","0",4,"0","I"
"142","4","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",87,0,14,"own",17.9666666666667,"0","0",6,"0","I"
"143","4","4",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",92,0,14,"own",17.8166666666667,"0","0",6,"0","I"
"144","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",82,17,7,"other",17.4666666666667,"0","0",5,"1","C"
"145","4","1",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",5,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",65,-8,7,"other",16.8,"0","0",5,"0","S"
"146","4","3",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",71,0,7,"own",15.4666666666667,"0","0",6,"0","I"
"147","4","3",1,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",96,3,7,"other",13.9333333333333,"1","0",4,"1","C"
"148","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",55,38,7,"other",12.1666666666667,"1","0",6,"1","C"
"149","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",93,17,7,"own",12.05,"1","0",6,"1","C"
"150","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",79,0,0,"other",11.8666666666667,"1","0",5,"0","I"
"151","4","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",79,0,0,"other",11.8,"1","0",5,"0","I"
"152","4","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",79,1,0,"other",11.7333333333333,"1","0",5,"0","C"
"153","4","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"2 DL, 3 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",42,11,0,"other",11,"1","0",6,"1","C"
"154","4","1",10,"play_type_pass","PISTOL","1 RB, 1 TE, 3 WR",6,3,"2 DL, 3 LB, 6 DB","TRADITIONAL",53,9,0,"other",10.6333333333333,"1","0",6,"1","C"
"155","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",67,0,0,"own",10.3833333333333,"1","0",6,"0","IN"
"156","5","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",37,7,0,"other",9.38333333333333,"1","0",5,"0","C"
"157","5","3",1,"play_type_pass","SINGLEBACK","1 RB, 3 TE, 1 WR",6,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",44,0,0,"other",8.9,"1","0",5,"0","I"
"158","5","2",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",91,19,0,"other",8.13333333333333,"1","0",5,"1","C"
"159","5","1",20,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",82,0,0,"other",7.08333333333333,"1","0",5,"0","I"
"160","5","2",20,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",82,-10,0,"other",7,"1","0",5,"0","S"
"161","5","3",30,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",92,10,0,"other",6.23333333333333,"1","0",5,"0","C"
"162","5","2",10,"play_type_sack","SINGLEBACK","1 RB, 2 TE, 2 WR",6,5,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",29,-1,0,"other",4.95,"1","0",5,"0","S"
"163","5","3",11,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",28,8,0,"other",4.83333333333333,"1","0",6,"0","C"
"164","5","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",65,0,0,"other",4.51666666666667,"1","0",5,"0","I"
"165","5","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",65,12,0,"other",4.45,"1","0",5,"1","C"
"166","5","2",8,"play_type_pass","SHOTGUN","0 RB, 1 TE, 4 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",51,10,0,"own",3.18333333333333,"1","0",5,"1","C"
"167","5","3",9,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,3,"4 DL, 3 LB, 4 DB","TRADITIONAL",40,6,0,"own",1.9,"1","0",4,"0","C"
"168","5","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",42,0,0,"other",1.73333333333333,"1","1",6,"0","I"
"169","5","2",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",42,0,0,"other",1.65,"1","0",6,"0","I"
"170","5","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","SCRAMBLE_ROLLOUT_LEFT",42,0,0,"other",1.6,"1","0",6,"0","I"
"171","5","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",84,12,0,"other",1.28333333333333,"1","0",5,"1","C"
"172","5","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",72,0,0,"other",0.866666666666667,"1","0",5,"0","I"
"173","5","2",10,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"3 DL, 3 LB, 5 DB","TRADITIONAL",72,0,0,"other",0.8,"1","1",5,"0","S"
"174","5","2",11,"play_type_pass","","1 RB, 2 TE, 2 WR",8,0,"3 DL, 4 LB, 4 DB","UNKNOWN",85,0,0,"own",0.233333333333333,"1","0",4,"0","I"
"175","5","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",3,3,"3 DL, 2 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",77,0,0,"other",0.15,"1","0",6,"0","I"
"176","1","2",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",47,0,0,"other",69.1833333333333,"0","0",5,"0","IN"
"177","1","2",14,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",24,0,0,"own",68.3,"0","0",4,"0","IN"
"178","1","2",6,"play_type_pass","I_FORM","1 RB, 2 TE, 2 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",21,29,0,"other",67.5333333333333,"0","0",5,"1","C"
"179","1","2",3,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",57,21,0,"other",66.2833333333333,"0","0",5,"1","C"
"180","1","2",5,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",83,5,0,"own",64.9666666666667,"0","0",4,"1","C"
"181","1","2",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",86,0,0,"own",63.5833333333333,"0","0",5,"0","I"
"182","1","3",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 1 LB, 6 DB","TRADITIONAL",86,0,0,"own",63.5,"0","0",6,"0","I"
"183","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,3,3,"other",63.3333333333333,"0","0",5,"0","C"
"184","1","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",70,6,3,"other",62.15,"0","0",5,"0","C"
"185","1","3",2,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",62,8,3,"other",61.05,"0","0",5,"1","C"
"186","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",54,3,3,"own",60.45,"0","0",5,"0","C"
"187","1","2",7,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",51,13,3,"own",59.85,"0","0",4,"1","C"
"188","1","1",9,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",19,0,3,"own",57.8166666666667,"0","0",4,"0","I"
"189","1","2",9,"play_type_pass","SHOTGUN","1 RB, 3 TE, 1 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",19,8,3,"own",57.7333333333333,"0","0",4,"1","C"
"190","1","1",10,"play_type_pass","I_FORM","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","SCRAMBLE",35,8,0,"other",56.3833333333333,"0","0",4,"1","C"
"191","1","2",2,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",43,9,0,"other",55.9666666666667,"0","0",4,"1","C"
"192","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",52,13,0,"other",55.1833333333333,"0","0",5,"0","C"
"193","1","1",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",68,7,0,"other",55.0666666666667,"0","0",5,"0","C"
"194","2","1",20,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",53,0,0,"other",54.0666666666667,"0","0",5,"0","I"
"195","2","2",20,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",53,12,0,"other",53.9833333333333,"0","0",4,"1","C"
"196","2","3",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",65,13,0,"own",53.5166666666667,"0","0",5,"1","C"
"197","2","2",4,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",84,26,0,"own",52.15,"0","0",4,"1","C"
"198","2","1",20,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",95,5,7,"other",51.55,"0","0",5,"1","C"
"199","2","2",15,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",90,11,7,"other",50.8333333333333,"0","0",5,"1","C"
"200","2","2",5,"play_type_pass","SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",37,0,7,"other",48.9333333333333,"0","0",4,"0","I"
"201","2","3",5,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",37,13,7,"other",48.8,"0","0",5,"1","C"
"202","2","2",12,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",48,17,7,"other",47.0833333333333,"0","0",5,"1","C"
"203","2","3",3,"play_type_pass","SHOTGUN","1 RB, 3 TE, 1 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",72,13,7,"own",45.1666666666667,"0","0",4,"1","C"
"204","2","2",9,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",86,4,7,"own",43.8333333333333,"0","0",5,"0","C"
"205","2","3",5,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",90,0,7,"own",43.1833333333333,"0","1",5,"0","I"
"206","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,4,10,"other",43.0166666666667,"0","0",5,"0","C"
"207","2","1",3,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,5,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",13,0,10,"own",41.9,"0","0",4,"0","I"
"208","2","2",3,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",13,3,10,"own",41.8,"0","0",5,"1","C"
"209","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",34,5,3,"other",41.6333333333333,"0","0",5,"0","C"
"210","2","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",39,7,3,"other",41.3333333333333,"0","0",5,"1","C"
"211","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",46,8,3,"other",41,"0","0",5,"1","C"
"212","2","2",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",54,1,3,"other",40.8833333333333,"0","0",5,"0","C"
"213","2","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",74,-5,3,"own",40.3166666666667,"0","0",5,"0","C"
"214","2","2",15,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",69,8,3,"own",40.2333333333333,"0","0",5,"1","C"
"215","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 3 TE, 1 WR",7,4,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",85,0,6,"other",40,"0","0",4,"0","I"
"216","3","3",12,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",87,-6,6,"other",39.2666666666667,"0","0",5,"0","S"
"217","3","2",16,"play_type_sack","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",37,-8,6,"other",38.0666666666667,"0","0",5,"0","S"
"218","3","3",24,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 1 LB, 6 DB","TRADITIONAL",29,6,6,"other",37.3166666666667,"0","0",6,"0","C"
"219","3","1",10,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",5,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",70,8,6,"other",36.5,"0","0",4,"1","C"
"220","3","2",2,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",5,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",62,13,6,"other",35.95,"0","0",4,"1","C"
"221","3","1",10,"play_type_pass","EMPTY","1 RB, 2 TE, 2 WR",5,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",49,0,6,"own",35.3833333333333,"0","0",4,"0","I"
"222","3","2",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",49,7,6,"own",35.2833333333333,"0","0",4,"0","C"
"223","3","3",3,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",42,12,6,"own",34.8666666666667,"0","0",4,"1","C"
"224","3","1",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,6,"4 DL, 3 LB, 4 DB","TRADITIONAL",30,0,6,"own",34.2166666666667,"0","0",4,"0","I"
"225","3","2",10,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",30,6,6,"own",34.1,"0","0",4,"1","C"
"226","3","3",4,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",24,9,6,"own",33.6333333333333,"0","0",4,"1","C"
"227","3","1",5,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",8,1,"4 DL, 3 LB, 4 DB","TRADITIONAL",15,5,6,"own",33.2833333333333,"0","1",4,"1","C"
"228","3","1",10,"play_type_pass","SHOTGUN","2 RB, 1 TE, 2 WR",6,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",35,5,13,"other",33.2166666666667,"0","0",4,"0","C"
"229","3","2",5,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,0,"4 DL, 2 LB, 5 DB","TRADITIONAL",40,6,13,"other",32.6333333333333,"0","0",5,"1","C"
"230","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",6,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",46,4,13,"other",32.0833333333333,"0","0",4,"0","C"
"231","3","2",6,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",50,0,13,"other",31.5166666666667,"0","0",5,"0","I"
"232","3","1",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",6,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",72,38,13,"own",29.3,"0","0",5,"1","C"
"233","3","2",4,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",79,0,6,"other",28.7,"0","0",5,"0","I"
"234","3","3",4,"play_type_pass","SHOTGUN","1 RB, 0 TE, 4 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",79,18,6,"other",28.5833333333333,"0","0",5,"1","C"
"235","3","2",6,"play_type_sack","SINGLEBACK","6 OL, 1 RB, 2 TE, 1 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",39,-8,6,"own",26.0833333333333,"0","0",4,"0","S"
"236","3","3",14,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",47,0,6,"own",25.35,"0","0",5,"0","I"
"237","4","2",9,"play_type_sack","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",51,-6,6,"own",24.6166666666667,"0","0",5,"0","S"
"238","4","1",10,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",34,15,6,"own",23.3833333333333,"0","0",5,"1","C"
"239","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,8,1,"other",21.1166666666667,"0","0",5,"1","C"
"240","4","3",2,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",43,0,1,"other",20.1166666666667,"0","0",5,"0","I"
"241","4","2",8,"play_type_pass","SHOTGUN","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",87,18,1,"other",19.2166666666667,"0","0",4,"1","C"
"242","4","2",17,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",76,9,1,"other",17.6166666666667,"0","0",5,"0","C"
"243","4","3",8,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 1 LB, 6 DB","SCRAMBLE_ROLLOUT_RIGHT",67,17,1,"other",16.95,"0","0",6,"1","C"
"244","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",50,5,1,"own",16.2333333333333,"0","0",5,"0","C"
"245","4","2",5,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",45,14,1,"own",15.5666666666667,"0","0",5,"1","C"
"246","4","2",10,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,5,"4 DL, 3 LB, 4 DB","TRADITIONAL",31,0,1,"own",14.2166666666667,"1","0",4,"0","I"
"247","4","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",3,4,"4 DL, 1 LB, 6 DB","SCRAMBLE_ROLLOUT_LEFT",31,0,1,"own",14.1333333333333,"1","0",6,"0","I"
"248","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,0,4,"other",13.95,"1","0",5,"0","I"
"249","4","2",10,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",4,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,0,4,"other",13.8666666666667,"1","1",5,"0","I"
"250","4","3",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",35,12,4,"other",13.7833333333333,"1","0",5,"1","C"
"251","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",47,4,4,"other",13.35,"1","0",5,"0","C"
"252","4","3",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",55,7,4,"other",12.5,"1","0",5,"1","C"
"253","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",62,4,4,"own",12.0833333333333,"1","0",5,"0","C"
"254","4","2",6,"play_type_pass","EMPTY","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",66,8,4,"own",11.9833333333333,"1","0",5,"1","C"
"255","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",74,8,4,"own",11.6333333333333,"1","0",5,"1","C"
"256","4","2",2,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",82,3,4,"own",11.2666666666667,"1","0",5,"1","C"
"257","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",85,-5,4,"own",11.15,"1","0",5,"0","C"
"258","4","2",15,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",80,0,4,"own",10.7666666666667,"1","0",5,"0","I"
"259","4","3",15,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",80,13,4,"own",10.6666666666667,"1","0",5,"0","C"
"260","4","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",4,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",31,9,11,"other",10.3,"0","0",5,"0","C"
"261","1","2",8,"play_type_pass","SINGLEBACK","1 RB, 2 TE, 2 WR",7,4,"4 DL, 3 LB, 4 DB","TRADITIONAL",47,8,0,"other",69.4666666666667,"0","0",4,"1","C"
"262","1","3",6,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",59,17,0,"other",67.3666666666667,"0","0",5,"1","C"
"263","1","2",5,"play_type_pass","SINGLEBACK","1 RB, 1 TE, 3 WR",7,3,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",81,1,0,"own",66.1833333333333,"0","0",5,"0","C"
"264","1","3",4,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",82,0,0,"own",65.4833333333333,"0","0",5,"0","I"
"265","1","1",15,"play_type_pass","EMPTY","2 RB, 1 TE, 2 WR",5,3,"3 DL, 4 LB, 4 DB","TRADITIONAL",83,7,3,"other",64.3666666666667,"0","0",4,"0","C"
"266","1","3",7,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"1 DL, 5 LB, 5 DB","TRADITIONAL",75,3,3,"other",63.3166666666667,"0","0",5,"0","C"
"267","1","1",10,"play_type_pass","SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",30,10,3,"other",62.6333333333333,"0","0",5,"1","C"
"268","1","1",10,"play_type_pass","I_FORM","1 RB, 2 TE, 2 WR",7,3,"4 DL, 3 LB, 4 DB","TRADITIONAL",40,17,3,"other",62.15,"0","0",4,"1","C"
